compound,spacegroup,spacegroup_number,wyckoff_positions,atomic_species,number_of_atoms,cif_path,label
O2 Ti1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,Trivial
O2 Ti1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,Trivial
O2 Ti1,Pa -3,205,"8c,24d,24d,24d,24d","['Ag', 'B', 'Cl']",104,cifs_linked/mp-567334.cif,Trivial
O2 Ti1,Pbca,61,"8c,8c,8c,8c,8c,8c,8c,8c,8c,8c,8c","['Ag', 'Hg', 'O', 'Se']",88,cifs_linked/mp-558763.cif,Trivial
O2 Ti1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,Trivial
O2 Ti1,P -62 m,189,"3f,6k,3f,3g,2c,6j,6k,3f,3g,1a","['Ba', 'Cl', 'F']",36,cifs_linked/mp-560641.cif,Trivial
O2 Ti1,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
O2 Ti1,P 2/ c,13,"4g,4g,4g,4g,4g,4g,4g,4g,2e,4g,2e,4g,4g,4g,4g","['Ag', 'Br', 'C', 'H', 'N', 'S']",56,cifs_linked/mp-1202797.cif,Trivial
O2 Ti1,Pbcn,60,"8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d,8d","['Ag', 'B', 'Cl', 'H', 'N']",152,cifs_linked/mp-1194697.cif,Trivial
O2 Ti1,P 4 2 / mnm,136,"4f,4g","['B', 'N']",8,cifs_linked/mp-13151.cif,Trivial
O2 Ti1,I 4 1 / amd,141,"2b,2a,4e","['Ag', 'Bi', 'S']",8,cifs_linked/mp-1173060.cif,Trivial
O2 Zn1,Pa -3,205,"8c,24d,24d,24d,24d","['Ag', 'B', 'Cl']",104,cifs_linked/mp-567334.cif,Trivial
O2 Zn1,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,Trivial
O2 Zr1,Pca 2 1,29,"4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a","['Ag', 'As', 'O']",120,cifs_linked/mp-558950.cif,Trivial
O2 Zr1,Pbca,61,"8c,8c,8c,8c,8c,8c,8c,8c,8c,8c,8c","['Ag', 'Hg', 'O', 'Se']",88,cifs_linked/mp-558763.cif,Trivial
O2 Si1,I 4 1 / amd,141,"2b,2a,4e","['Ag', 'Bi', 'S']",8,cifs_linked/mp-1173060.cif,Trivial
O2 Si1,P 4 2 / mcm,132,"8n,4i,8l,4f","['Ce', 'Se']",24,cifs_linked/mp-1080341.cif,Trivial
O2 Si1,I 2 1 3,199,"2b,2c,2a,4d,4d,4d,2b,2c,2a","['Ba', 'Br', 'Fe', 'O']",24,cifs_linked/mp-556428.cif,Trivial
O2 Si1,P -4 n 2,118,"4f,2a,4g,2b,4h,4e,8i,8i,2d,2c","['Ba', 'Na', 'O', 'Sb', 'Sr']",40,cifs_linked/mp-1228577.cif,Trivial
O2 Si1,R 32,155,"3e,1a,1b","['Ag', 'I', 'S']",5,cifs_linked/mp-676561.cif,Trivial
O2 Si1,Pbam,55,"4h,8i,4g,4g,8i,4g","['Ag', 'As', 'Hg', 'O']",32,cifs_linked/mp-558188.cif,Trivial
O2 Si1,I -4 c 2,120,"2b,2c,8i,4e,4h,8i,8i,8i,8i","['Ba', 'Ni', 'O', 'Sr', 'V']",52,cifs_linked/mp-1227604.cif,Trivial
O2 Si1,P -31 m,162,"2d,2c,6g","['Al', 'Si', 'Te']",10,cifs_linked/mp-31220.cif,Trivial
O2 Si1,P 622,177,"3f,3g,2c,2d,12n,12n,12n,12n,1a","['Al', 'Be', 'O', 'Si']",59,cifs_linked/mp-1227528.cif,Trivial
O2 Si1,P 6 4 22,181,"3d,3c,12k","['Al', 'O', 'P']",18,cifs_linked/mp-560151.cif,Trivial
O2 Si1,Cmce,64,"4e,2a,4f,4d","['Ag', 'Cl', 'Pd']",14,cifs_linked/mp-28557.cif,Trivial
O2 Si1,Pc,7,"2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a,2a","['Ag', 'As', 'S']",40,cifs_linked/mp-1197575.cif,Trivial
O2 Si1,I -42 m,121,"2d,1b,4i","['Ag', 'Hg', 'I']",7,cifs_linked/mp-1229122.cif,Trivial
O2 Si1,Ccce,68,"4h,4h,4h,4h,4g,4g,4g,8i,8i,8i,8i,8i,8i","['Al', 'Bi', 'S']",76,cifs_linked/mp-1248289.cif,Trivial
O2 Si1,I 4 1 22,98,"2a,4f","['As', 'Cd']",6,cifs_linked/mp-471.cif,Trivial
O2 Si1,P 4/ n,85,"2c,8g,2c,8g","['Ag', 'Cl', 'O', 'Pb']",20,cifs_linked/mp-560923.cif,Trivial
O2 Si1,P -4 c 2,116,"8j,4f,4i,2b,2c","['Ge', 'Os']",20,cifs_linked/mp-510032.cif,Trivial
O2 Si1,Pnnn,48,"2a,2d,2c,2b,4f,4e,8m,8m,8m","['Ba', 'Bi', 'Ca', 'Dy', 'O']",40,cifs_linked/mp-1520660.cif,Trivial
O2 Si1,P 4 2 / nbc,133,"16k,16k,16k,16k,16k,16k,8g,8f,8h,8i,16k,16k","['As', 'Cd']",160,cifs_linked/mp-1201202.cif,Trivial
O2 Si1,Pban,50,"4i,8m,8m,8m,8m,8m","['B', 'Ca', 'O']",44,cifs_linked/mp-1198121.cif,Trivial
O2 Si1,I -43 m,217,"6e,6d,4c,12g","['Ag', 'Ge', 'P']",28,cifs_linked/mp-17862.cif,Trivial
O2 Si1,P 2/ c,13,"4g,4g,4g,4g,4g,4g,4g,4g,2e,4g,2e,4g,4g,4g,4g","['Ag', 'Br', 'C', 'H', 'N', 'S']",56,cifs_linked/mp-1202797.cif,Trivial
O2 Si1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,Trivial
O2 Si1,Cmc 2 1,36,"4b,4b,4b,4b,4b,4b,4b,2a,4b,4b,2a,2a,2a,4b,4b,2a,2a,4b,4b,4b","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568386.cif,Trivial
O2 Si1,Cc,9,"1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a","['Ag', 'O', 'Te']",18,cifs_linked/mp-1183014.cif,Trivial
O2 Si1,Pm,6,"1a,1b,1b,1b,1a","['Ag', 'Br', 'S']",5,cifs_linked/mp-1229116.cif,Trivial
O2 Si1,P 2,3,"2e,2e,2e,2e,2e,2e,1c,1b,2e,2e,2e,2e,2e,2e,1d,1a,2e,2e,2e,2e","['Ag', 'Br', 'Cl', 'Hg', 'I', 'S']",36,cifs_linked/mp-1229204.cif,Trivial
O2 Si1,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,Trivial
O2 Si1,Pa -3,205,"8c,24d,24d,24d,24d","['Ag', 'B', 'Cl']",104,cifs_linked/mp-567334.cif,Trivial
O2 Si1,P 2 1 3,198,"12b,4a,4a,12b","['Ag', 'N', 'O', 'S']",32,cifs_linked/mp-556747.cif,Trivial
O2 Si1,I -42 d,122,"8e,4c,4d,8e,8e,8e","['Ac', 'S']",40,cifs_linked/mp-32800.cif,Trivial
O2 Si1,C 222 1,20,"2a,4c,2b","['Ag', 'F', 'O']",8,cifs_linked/mp-997028.cif,Trivial
O2 Si1,P 2 1 2 1 2,18,"2a,2a,2a","['Ag', 'S']",6,cifs_linked/mp-2212763.cif,Trivial
O2 Si1,I 4/ m,87,"2e,2d,4h,4h,8i","['Ag', 'Cl', 'O']",20,cifs_linked/mp-27941.cif,Trivial
O2 Si1,P 1,1,"1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a","['Ag', 'Br', 'I', 'S']",25,cifs_linked/mp-1229151.cif,Trivial
O2 Si1,P 4/ nnc,126,"4d,4c,4e,16k","['Al', 'Bi', 'S']",28,cifs_linked/mp-557737.cif,Trivial
O2 Si1,R -3 c,167,"4c,6e","['Ac', 'S']",10,cifs_linked/mp-977351.cif,Trivial
O2 Si1,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,Trivial
O2 Si1,Ia -3 d,230,"8a,12c,12d,48h","['Al', 'Cd', 'Ge', 'O']",80,cifs_linked/mp-1214967.cif,Trivial
O2 Si1,Ia -3,206,"4b,4a,24e","['Ag', 'F', 'Sb']",32,cifs_linked/mp-3414.cif,Trivial
O2 Si1,Pccn,56,"4e,4e,2c,2b,4e,4e","['As', 'O']",20,cifs_linked/mp-1106211.cif,Trivial
O2 Si1,Fddd,70,"8h,8h,4g,4f,4g,8h,8h,8h","['Ag', 'H', 'O', 'P']",52,cifs_linked/mp-1195759.cif,Trivial
O2 Si1,P 4 3 22,95,"8d,4a,8d,8d,8d,8d,8d,8d,4b,8d,8d","['As', 'Ca', 'F', 'H']",80,cifs_linked/mp-1203188.cif,Trivial
O2 Si1,Pcca,54,"4d,4c,8f,8f,8f,8f,8f,8f,8f,8f,8f","['Ag', 'As', 'F', 'N', 'O', 'S']",80,cifs_linked/mp-649756.cif,Trivial
O2 Si1,P -31 c,163,"4f,2c,2b,12i","['Al', 'O']",20,cifs_linked/mp-755175.cif,Trivial
O2 Si1,Cm,8,"1a,1a,1a,1a,1a,1a","['Ag', 'S']",6,cifs_linked/mp-1393712.cif,Trivial
O2 Si1,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,Trivial
O2 Si1,P 23,195,"12j,6h,6i,12j","['Ce', 'Se']",36,cifs_linked/mp-1080865.cif,Trivial
O2 Si1,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,Trivial
O2 Si1,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,Trivial
O2 Pt1,P -3 m 1,164,"2d,2d,1a","['Ac', 'O']",5,cifs_linked/mp-11107.cif,Trivial
O2 Pt1,Pnnm,58,"2d,4e,2b,8h,4f,4g,8h,4g,4g,8h,8h","['Ag', 'O', 'W']",56,cifs_linked/mp-504466.cif,Trivial
O2 Pt1,Pa -3,205,"8c,24d,24d,24d,24d","['Ag', 'B', 'Cl']",104,cifs_linked/mp-567334.cif,Trivial
O2 Rb2,Immm,71,"1a,2e,1b","['Ag', 'Pb', 'Pd']",4,cifs_linked/mp-1097539.cif,Trivial
O2 Rb2,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,Trivial
O2 Ru1,Pnnm,58,"2d,4e,2b,8h,4f,4g,8h,4g,4g,8h,8h","['Ag', 'O', 'W']",56,cifs_linked/mp-504466.cif,Trivial
O2 Ru1,Pa -3,205,"8c,24d,24d,24d,24d","['Ag', 'B', 'Cl']",104,cifs_linked/mp-567334.cif,Trivial
O2 Ru1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,Trivial
O2 Ru1,P 4 2 / mnm,136,"4f,4g","['B', 'N']",8,cifs_linked/mp-13151.cif,Trivial
O2 Se1,Pbam,55,"4h,8i,4g,4g,8i,4g","['Ag', 'As', 'Hg', 'O']",32,cifs_linked/mp-558188.cif,Trivial
O2 Se1,Pmc 2 1,26,"2a,2b,2b,2a,2a,2b,2a,2b,2a,2b,2a,2a,2a,2b,2a,2a,2b,2a","['Ag', 'C', 'O']",36,cifs_linked/mp-676581.cif,Trivial
O2 Se1,P 4 2 / mbc,135,"4c,16i,4b,8f,8h","['Al', 'F', 'H', 'N']",40,cifs_linked/mp-696815.cif,Trivial
O2 Si1,Ibam,72,"2b,4j,2c","['Ag', 'N']",8,cifs_linked/mp-2247.cif,Trivial
O2 Si1,P 6 3 22,182,"2b,4f,6g,2c","['Al', 'Ba', 'O']",14,cifs_linked/mp-3828.cif,Trivial
O2 Si1,P 2 1 2 1 2 1,19,"4a,4a,4a,4a,4a,4a","['Ag', 'Ge', 'O']",24,cifs_linked/mp-983589.cif,Trivial
O2 Si1,Ama 2,40,"4c,2b,2a,4c,2b,2b","['Ag', 'Ge', 'Pb', 'S']",16,cifs_linked/mp-861942.cif,Trivial
O2 Si1,Pnc 2,30,"2a,2b,4c,2a,4c,2b,4c,4c,4c,4c,4c,4c,4c,4c","['Ag', 'I', 'O']",48,cifs_linked/mp-1195485.cif,Trivial
O2 Si1,Immm,71,"1a,2e,1b","['Ag', 'Pb', 'Pd']",4,cifs_linked/mp-1097539.cif,Trivial
O2 Si1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,Trivial
O2 Si1,I -4,82,"1d,1b,1a,4g","['Ag', 'Hg', 'I']",7,cifs_linked/mp-23485.cif,Trivial
O2 Si1,Pna 2 1,33,"4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a","['Ag', 'C', 'Cl', 'H', 'N']",96,cifs_linked/mp-567645.cif,Trivial
O2 Si1,P 4 3 2 1 2,96,"8b,4a,8b","['Ag', 'Hg', 'O']",20,cifs_linked/mp-29816.cif,Trivial
O2 Si1,Ima 2,46,"4c,2b,2b,2b,2a,4c,2b,2b,4c,4c,2b,4c,2b","['Ag', 'C', 'O']",36,cifs_linked/mp-1178578.cif,Trivial
O2 Si1,C 2,5,"2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c","['Ag', 'C', 'O']",40,cifs_linked/mp-600237.cif,Trivial
O2 Si1,I 2 1 2 1 2 1,24,"2c,2c,2b,2a","['Al', 'Cu', 'S', 'Se']",8,cifs_linked/mp-1229065.cif,Trivial
Nb1 S2,Cmc 2 1,36,"4b,4b,4b,4b,4b,4b,4b,2a,4b,4b,2a,2a,2a,4b,4b,2a,2a,4b,4b,4b","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568386.cif,Trivial
Nb1 S3,P -1,2,"2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,1g,1e,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i","['Ag', 'N', 'W']",82,cifs_linked/mp-1245378.cif,Trivial
Nb2 O3,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,Trivial
Nb2 O5,I 4/ mmm,139,"1a,2d,1b","['Ac', 'F']",4,cifs_linked/mp-985278.cif,Trivial
Nb2 O5,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,Trivial
Nb2 O5,C 2,5,"2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c,2c","['Ag', 'C', 'O']",40,cifs_linked/mp-600237.cif,Trivial
Nb2 O5,C 2/ c,15,"4f,4f,4f,4f,4f,4f,4f,4f,4f,4f","['Ag', 'C', 'O']",40,cifs_linked/mp-654937.cif,Trivial
Nb3 P1,I -4,82,"1d,1b,1a,4g","['Ag', 'Hg', 'I']",7,cifs_linked/mp-23485.cif,Trivial
Ni1 O2,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,Trivial
Ni1 O2,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,Trivial
Ni1 P1,Pbca,61,"8c,8c,8c,8c,8c,8c,8c,8c,8c,8c,8c","['Ag', 'Hg', 'O', 'Se']",88,cifs_linked/mp-558763.cif,Trivial
Ni1 P2,Pa -3,205,"8c,24d,24d,24d,24d","['Ag', 'B', 'Cl']",104,cifs_linked/mp-567334.cif,Trivial
Ni1 P2,C 2/ c,15,"4f,4f,4f,4f,4f,4f,4f,4f,4f,4f","['Ag', 'C', 'O']",40,cifs_linked/mp-654937.cif,Trivial
Ni3 S2,R 32,155,"3e,1a,1b","['Ag', 'I', 'S']",5,cifs_linked/mp-676561.cif,Trivial
Ni3 S4,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,Trivial
Ni5 P4,P 6 3 mc,186,"2b,2b","['Ag', 'H']",4,cifs_linked/mp-1096804.cif,Trivial
Ni8 P3,R 3 c,161,"6b,2a,6b","['Ag', 'As', 'S']",14,cifs_linked/mp-4431.cif,Trivial
Np2 O5,P 2/ c,13,"4g,4g,4g,4g,4g,4g,4g,4g,2e,4g,2e,4g,4g,4g,4g","['Ag', 'Br', 'C', 'H', 'N', 'S']",56,cifs_linked/mp-1202797.cif,Trivial
O1 Pb1,Pca 2 1,29,"4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a","['Ag', 'As', 'O']",120,cifs_linked/mp-558950.cif,Trivial
O1 Pb1,Cmme,67,"2g,2g,4n","['Ag', 'Cl', 'O']",8,cifs_linked/mp-1079156.cif,Trivial
O1 Pb1,Pbcm,57,"4d,8e,4d,8e,4d,8e,8e,8e,8e,8e,8e,4c,8e,8e,4d","['Ag', 'Mo', 'O', 'Se']",100,cifs_linked/mp-558550.cif,Trivial
O1 Pb1,P 4/ nmm,129,"2c,2c,2a","['Ac', 'Br', 'O']",6,cifs_linked/mp-30274.cif,Trivial
O1 Rb2,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,Trivial
O1 Sn1,Pmn 2 1,31,"2a,4b,2a,4b,2a,2a","['Ag', 'As', 'S']",16,cifs_linked/mp-9538.cif,Trivial
O1 Sn1,P 4/ nmm,129,"2c,2c,2a","['Ac', 'Br', 'O']",6,cifs_linked/mp-30274.cif,Trivial
N4 Zr3,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,Trivial
N4 Zr3,I -43 d,220,"24e,6a,8c,24e,8c,6b","['Ag', 'Cl', 'P', 'S']",76,cifs_linked/mp-560328.cif,Trivial
N5 Ta3,Cmcm,63,"8h,2c,8h,8h,4g,2c,8h,4g,4g,4f,4f,4e,4g,4d","['Ag', 'Br', 'Te']",68,cifs_linked/mp-568392.cif,Trivial
N6 Sr1,Fddd,70,"8h,8h,4g,4f,4g,8h,8h,8h","['Ag', 'H', 'O', 'P']",52,cifs_linked/mp-1195759.cif,Trivial
N6 Zn1,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
N9 Sb1,P -1,2,"2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,1g,1e,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i","['Ag', 'N', 'W']",82,cifs_linked/mp-1245378.cif,Trivial
Na1 P1,P 2 1 2 1 2 1,19,"4a,4a,4a,4a,4a,4a","['Ag', 'Ge', 'O']",24,cifs_linked/mp-983589.cif,Trivial
Na1 P2,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,Trivial
Na1 P5,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,Trivial
Na1 S1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,Trivial
Na2 O1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,Trivial
Na2 O2,P -62 m,189,"3f,6k,3f,3g,2c,6j,6k,3f,3g,1a","['Ba', 'Cl', 'F']",36,cifs_linked/mp-560641.cif,Trivial
Na2 P3,Fddd,70,"8h,8h,4g,4f,4g,8h,8h,8h","['Ag', 'H', 'O', 'P']",52,cifs_linked/mp-1195759.cif,Trivial
Na2 S1,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,Trivial
Na2 S1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,Trivial
Na2 S1,Fm -3 m,225,"1a,2c,1b","['Ac', 'F']",4,cifs_linked/mp-977360.cif,Trivial
Na2 S2,P -62 m,189,"3f,6k,3f,3g,2c,6j,6k,3f,3g,1a","['Ba', 'Cl', 'F']",36,cifs_linked/mp-560641.cif,Trivial
Na2 S2,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,Trivial
Na2 S4,I -42 d,122,"8e,4c,4d,8e,8e,8e","['Ac', 'S']",40,cifs_linked/mp-32800.cif,Trivial
Na2 S5,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,Trivial
Na3 P1,P 6 3 / mmc,194,"2d,6h","['Ac', 'I']",8,cifs_linked/mp-861867.cif,Trivial
Na3 P4,R -3 c,167,"4c,6e","['Ac', 'S']",10,cifs_linked/mp-977351.cif,Trivial
Nb1 O2,I 4 1,80,"4b,4b,4b,4b,4b,4b,4b,4b,4b,4b,4b,4b,4b,4b","['Ag', 'Bi', 'O']",56,cifs_linked/mp-505145.cif,Trivial
Nb1 O2,I 4 1 / a,88,"2a,2b,8f","['Ag', 'Br', 'O']",12,cifs_linked/mp-756342.cif,Trivial
Nb1 P1,I 4 1 md,109,"1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a,1a","['Al', 'Ni', 'O']",14,cifs_linked/mp-1285355.cif,Trivial
N2 Pt1,Pa -3,205,"8c,24d,24d,24d,24d","['Ag', 'B', 'Cl']",104,cifs_linked/mp-567334.cif,Trivial
N2 Re1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,Trivial
N2 Re1,Cm,8,"1a,1a,1a,1a,1a,1a","['Ag', 'S']",6,cifs_linked/mp-1393712.cif,Trivial
N2 Re1,Pm,6,"1a,1b,1b,1b,1a","['Ag', 'Br', 'S']",5,cifs_linked/mp-1229116.cif,Trivial
N2 Rh1,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
N21 P3,P -1,2,"2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,1g,1e,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i,2i","['Ag', 'N', 'W']",82,cifs_linked/mp-1245378.cif,Trivial
N3 Na1,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,Trivial
N3 Na1,C 2/ m,12,"2f,4j,2i,1a,4j,2i,2i,4j,2i","['Ag', 'Br', 'Hg', 'P']",23,cifs_linked/mp-571425.cif,Trivial
N3 Rb1,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,Trivial
N3 Rh1,Im -3,204,"4c,12g,12g,3b,24h,6e,1a","['Al', 'C', 'H', 'O']",62,cifs_linked/mp-1199608.cif,Trivial
N3 Tl1,I 4/ mcm,140,"2d,2c,4e,8k,4f,8l","['Ag', 'As', 'F', 'Xe']",28,cifs_linked/mp-557631.cif,Trivial
N4 Se4,C 2/ c,15,"4f,4f,4f,4f,4f,4f,4f,4f,4f,4f","['Ag', 'C', 'O']",40,cifs_linked/mp-654937.cif,Trivial
N4 Se4,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
N4 Si3,P 6 3,173,"2a,6c,2b,2b,6c,6c,6c,6c,6c,6c,6c,6c,6c,6c,6c,6c,6c,2b,2a,6c,2b,6c","['Al', 'Bi', 'Cl']",108,cifs_linked/mp-1198361.cif,Trivial
N4 Si3,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,Trivial
N4 Si3,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,Trivial
N4 Si3,I -43 d,220,"24e,6a,8c,24e,8c,6b","['Ag', 'Cl', 'P', 'S']",76,cifs_linked/mp-560328.cif,Trivial
N4 Si3,P 31 c,159,"6c,6c,2a,2b,2b,6c,6c,6c","['Ag', 'C', 'O']",36,cifs_linked/mp-560717.cif,Trivial
N4 Si3,I -42 m,121,"2d,1b,4i","['Ag', 'Hg', 'I']",7,cifs_linked/mp-1229122.cif,Trivial
N4 Si3,Cm,8,"1a,1a,1a,1a,1a,1a","['Ag', 'S']",6,cifs_linked/mp-1393712.cif,Trivial
N4 Si3,Pbca,61,"8c,8c,8c,8c,8c,8c,8c,8c,8c,8c,8c","['Ag', 'Hg', 'O', 'Se']",88,cifs_linked/mp-558763.cif,Trivial
N4 Si3,P 6 3 / m,176,"2c,6h","['Ac', 'Br']",8,cifs_linked/mp-27972.cif,Trivial
N4 Sn3,Fd -3 m,227,"4c,2b,8e","['Ag', 'Mo', 'O']",14,cifs_linked/mp-19318.cif,Trivial
N4 Th3,R -3 m,166,"3b,1a,1a,1a","['Ag', 'Au', 'S']",6,cifs_linked/mp-34460.cif,Trivial
N4 Zr3,Pna 2 1,33,"4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a","['Ag', 'C', 'Cl', 'H', 'N']",96,cifs_linked/mp-567645.cif,Trivial
Mo1 O2,Pnma,62,"4a,4c,8d,4c,8d,8d,8d,4c,4c,4c,4c,4c,4c","['Ag', 'Mo', 'O']",68,cifs_linked/mp-1205258.cif,Trivial
Mo1 O2,P 4 2 / mnm,136,"4f,4g","['B', 'N']",8,cifs_linked/mp-13151.cif,Trivial
Mo1 O3,P 2 1 / m,11,"2e,2e,4f,4f,4f,4f,2e,4f,2e,2e,2e,2e,2e,2e,2e,4f,2e,2e,4f,2e,4f,2e,2e,2e","['Ag', 'As', 'I', 'O']",64,cifs_linked/mp-1199256.cif,Trivial
Mo1 O3,P 2 1 / c,14,"2b,4e,4e,4e,4e,4e","['Ag', 'Au', 'F']",22,cifs_linked/mp-18125.cif,Trivial
